lat,lng,time
48.83421370000001,2.3889110000000002,10h00
48.86023,2.3719914,10h00
48.86043,2.3721914,10h00
48.86063,2.3723914,10h00
48.86083,2.3725914,10h00
48.86103,2.3727914,10h00
48.8778333,2.310832,10h00
48.8780333,2.311032,10h00
48.8782333,2.311232,10h00
48.858937100000006,2.347433,10h00
48.859137100000005,2.347633,10h00
48.859337100000005,2.347833,10h00
48.8257617,2.3512072999999996,10h00
48.8415951,2.4050137,10h00
48.8417951,2.4052137000000005,10h00
48.8419951,2.4054137000000004,10h00
48.8421951,2.4056137000000004,10h00
48.824068,2.3643080000000003,10h00
48.824268,2.3645080000000003,10h00
48.824468,2.3647080000000003,10h00
48.824668,2.3649080000000002,10h00
48.824868,2.365108,10h00
48.84154,2.389211,10h00
48.84174,2.389411,10h00
48.84194,2.389611,10h00
48.87893,2.36908,10h00
48.86737670000001,2.2988559,10h00
48.86757670000001,2.2990559,10h00
48.86777670000001,2.2992559,10h00
48.8867348,2.2955406000000003,10h00
48.8869348,2.2957406000000002,10h00
48.8871348,2.2959406,10h00
48.8873348,2.2961406,10h00
48.88542460000001,2.2849721,10h00
48.88562460000001,2.2851721,10h00
48.88582460000001,2.2853721,10h00
48.886024600000006,2.2855721,10h00
48.886224600000006,2.2857721,10h00
48.886424600000005,2.2859721,10h00
48.8383125,2.2943442000000003,10h00
48.8385125,2.2945442000000003,10h00
48.8387125,2.2947442000000002,10h00
48.8389125,2.2949442,10h00
48.84595,2.309411,10h00
48.84615,2.309611,10h00
48.84635,2.309811,10h00
48.84655,2.3100110000000003,10h00
48.84675,2.3102110000000002,10h00
48.89351,2.314814,10h00
48.8406886,2.2876391,10h00
48.8408886,2.2878391,10h00
48.8410886,2.2880391,10h00
48.8602593,2.2740467,10h00
48.845175,2.2641593999999996,10h00
48.845375,2.2643593999999996,10h00
48.845575,2.2645593999999996,10h00
48.845775,2.2647593999999995,10h00
48.845975,2.2649593999999995,10h00
48.8389208,2.2824849,10h00
48.8391208,2.2826849,10h00
48.8393208,2.2828849,10h00
48.8432612,2.259497,10h00
48.8434612,2.259697,10h00
48.8436612,2.259897,10h00
48.865461700000004,2.2995712999999998,10h00
48.865661700000004,2.2997713,10h00
48.8658617,2.2999713,10h00
48.88003,2.29950738,10h00
48.88023,2.29970738,10h00
48.8493367,2.3895684,10h00
48.8495367,2.3897684,10h00
48.8497367,2.3899684,10h00
48.8548459,2.3505278,10h00
48.880106899999994,2.3635391,10h00
48.880306899999994,2.3637391,10h00
48.88050689999999,2.3639391,10h00
48.88070689999999,2.3641391,10h00
48.8817709,2.3938462000000005,10h00
48.871190000000006,2.3642060000000003,10h00
48.871390000000005,2.3644060000000002,10h00
48.865669399999994,2.3721102000000003,10h00
48.8304583,2.3672231,10h00
48.8306583,2.3674231,10h00
48.8614319,2.4056437,10h00
48.8616319,2.4058437,10h00
48.8618319,2.4060437,10h00
48.8620319,2.4062437,10h00
48.865683700000005,2.3929721,10h00
48.865883700000005,2.3931721,10h00
48.866083700000004,2.3933721,10h00
48.866283700000004,2.3935721,10h00
48.895790999999996,2.373366,10h00
48.84948,2.397761,10h00
48.84968,2.397961,10h00
48.84988,2.398161,10h00
48.85008,2.398361,10h00
48.876288200000005,2.3011232,10h00
48.876488200000004,2.3013232000000006,10h00
48.876688200000004,2.3015232000000005,10h00
48.8814921,2.3629571,10h00
48.8816921,2.3631571,10h00
48.8818921,2.3633571,10h00
48.8820921,2.3635571,10h00
48.8373119,2.2847182,10h00
48.8375119,2.2849182,10h00
48.8377119,2.2851182,10h00
48.8379119,2.2853182,10h00
48.8381119,2.2855182000000003,10h00
48.8383119,2.2857182000000003,10h00
48.8684739,2.2926576,10h00
48.8686739,2.2928576,10h00
48.8688739,2.2930576,10h00
48.869073900000004,2.2932576,10h00
48.8823377,2.3018911,10h00
48.8825377,2.3020911,10h00
48.8635527,2.3612022999999995,10h00
48.84489310000001,2.3292576,10h00
48.856725,2.3270428,10h00
48.856925,2.3272428,10h00
48.857125,2.3274428,10h00
48.8741642,2.2976357999999997,10h00
48.8743642,2.2978357999999997,10h00
48.875464,2.342083,10h00
48.8738324,2.3425629,10h00
48.8740324,2.3427629,10h00
48.8742324,2.3429629000000003,10h00
48.874155,2.338559,10h00
48.871790000000004,2.3724819999999998,10h00
48.87383,2.365097,10h00
48.87403,2.365297,10h00
48.882003600000004,2.3665874,10h00
48.8791341,2.3560476,10h00
48.8793341,2.3562476,10h00
48.867905799999996,2.3826171,10h00
48.8548,2.385047,10h00
48.855,2.385247,10h00
48.8552,2.385447,10h00
48.8554,2.385647,10h00
48.88558,2.296675,10h00
48.88578,2.296875,10h00
48.8901162,2.2964035,10h00
48.8903162,2.2966035,10h00
48.8539296,2.2964095,10h00
48.8541296,2.2966095,10h00
48.8543296,2.2968095,10h00
48.855793299999995,2.4079711,10h00
48.855993299999994,2.4081711,10h00
48.856193299999994,2.4083711,10h00
48.8629398,2.3861779999999997,10h00
48.8631398,2.3863779999999997,10h00
48.8633398,2.386578,10h00
48.8635398,2.386778,10h00
48.8637398,2.386978,10h00
48.87959,2.303352,10h00
48.87979,2.303552,10h00
48.87999,2.3037520000000002,10h00
48.845577500000005,2.3953737999999998,10h00
48.845777500000004,2.3955737999999998,10h00
48.845977500000004,2.3957737999999997,10h00
48.8461775,2.3959737999999997,10h00
48.8449828,2.4019623,10h00
48.8204223,2.3512076,10h00
48.8206223,2.3514076,10h00
48.8208223,2.3516076,10h00
48.8210223,2.3518076,10h00
48.8212223,2.3520076000000003,10h00
48.8214223,2.3522076000000003,10h00
48.90720379999999,2.3314347,10h00
48.880716799999995,2.2450631000000003,10h00
48.880916799999994,2.2452631000000003,10h00
48.881116799999994,2.2454631000000003,10h00
48.88131679999999,2.2456631000000002,10h00
48.88151679999999,2.2458631000000002,10h00
48.909494099999996,2.2754817000000003,10h00
48.909694099999996,2.2756817000000003,10h00
48.9098941,2.2758817000000002,10h00
48.8425678,2.2848903999999997,10h00
48.8427678,2.2850904,10h00
48.8429678,2.2852904,10h00
48.8431678,2.2854904,10h00
48.8454505,2.292136,10h00
48.8456505,2.292336,10h00
48.8458505,2.292536,10h00
48.8460505,2.292736,10h00
48.846250500000004,2.292936,10h00
48.8464505,2.293136,10h00
48.880340000000004,2.180216,10h00
48.88054,2.180416,10h00
48.88074,2.180616,10h00
48.83388720000001,2.3081343999999997,10h00
48.834087200000006,2.3083343999999997,10h00
48.8325995,2.2788853,10h00
48.8327995,2.2790853,10h00
48.8329995,2.2792853,10h00
48.7835391,2.2830741000000003,10h00
48.7837391,2.2832741000000003,10h00
48.7839391,2.2834741000000003,10h00
48.7841391,2.2836741000000003,10h00
48.841589500000005,2.3183412999999997,10h00
48.841789500000004,2.3185412999999997,10h00
48.841989500000004,2.3187412999999997,10h00
48.85791,2.273956,10h00
48.85811,2.274156,10h00
48.8515283,2.2678125,10h00
48.8517283,2.2680125,10h00
48.88807,2.199446,10h00
48.88827,2.199646,10h00
48.88847,2.199846,10h00
48.8724415,2.2915577000000003,10h00
48.8726415,2.2917577000000002,10h00
48.8728415,2.2919577,10h00
48.8730415,2.2921577,10h00
48.8732415,2.2923577,10h00
48.8754776,2.2945178,10h00
48.8756776,2.2947178,10h00
48.8758776,2.2949178,10h00
48.8760776,2.2951178,10h00
48.8637,2.390714,10h00
48.8639,2.390914,10h00
48.8641,2.391114,10h00
48.8643,2.391314,10h00
48.88576,2.299225,10h00
48.88596,2.299425,10h00
48.854194,2.405656,10h00
48.854394,2.405856,10h00
48.854594,2.406056,10h00
48.865359000000005,2.405207,10h00
48.865559000000005,2.405407,10h00
48.865759000000004,2.405607,10h00
48.865959000000004,2.405807,10h00
48.866159,2.406007,10h00
48.886098,2.3936,10h00
48.88947,2.398229,10h00
48.88967,2.398429,10h00
48.88987,2.398629,10h00
48.877449,2.374112,10h00
48.8856198,2.3531327999999996,10h00
48.8858198,2.3533327999999996,10h00
48.8860198,2.3535328,10h00
48.8862198,2.3537328,10h00
48.8412643,2.2643832,10h00
48.8414643,2.2645832,10h00
48.8416643,2.2647832,10h00
48.8418643,2.2649832,10h00
48.8420643,2.2651832,10h00
48.8467033,2.2844167,10h00
48.8469033,2.2846167,10h00
48.8471033,2.2848167,10h00
48.8473033,2.2850167000000003,10h00
48.86502,2.344388,10h00
48.86522,2.344588,10h00
48.86542,2.3447880000000003,10h00
48.8597916,2.3613291000000003,10h00
48.8599916,2.3615291000000003,10h00
48.80543,2.362543,10h00
48.80563,2.362743,10h00
48.80583,2.362943,10h00
48.8512525,2.3564553,10h00
48.84681079999999,2.4175419,10h00
48.84701079999999,2.4177419,10h00
48.84721079999999,2.4179419,10h00
48.84741079999999,2.4181419,10h00
48.8476108,2.4183419,10h00
48.8478108,2.4185419,10h00
48.8138166,2.4212352999999998,10h00
48.8140166,2.4214352999999997,10h00
48.8142166,2.4216352999999997,10h00
48.8144166,2.4218353,10h00
48.858059999999995,2.310588,10h00
48.858259999999994,2.310788,10h00
48.85846,2.310988,10h00
48.868300299999994,2.3237257000000002,10h00
48.868500299999994,2.3239257,10h00
48.86870029999999,2.3241257,10h00
48.8689003,2.3243257,10h00
48.75014,2.489249,10h00
48.75034,2.489449,10h00
48.778890999999994,2.455066,10h00
48.779090999999994,2.455266,10h00
48.883016299999994,2.3259220000000003,10h00
48.883216299999994,2.3261220000000002,10h00
48.807283,2.3339929,10h00
48.807483000000005,2.3341929,10h00
48.912077000000004,2.333149,10h00
48.912277,2.333349,10h00
48.892920399999994,2.4138507000000002,10h00
48.893120399999994,2.4140507,10h00
48.843110100000004,2.3912438999999996,10h00
48.843310100000004,2.3914439,10h00
48.8435101,2.3916439,10h00
48.8437101,2.3918439,10h00
48.8793959,2.4156066000000003,10h00
48.8795959,2.4158066000000002,10h00
48.8797959,2.4160066000000002,10h00
48.8799959,2.4162066,10h00
48.837314899999996,2.4022445,10h00
48.837514899999995,2.4024445,10h00
48.938103000000005,2.4286035,10h00
48.938303000000005,2.4288035,10h00
48.938503000000004,2.4290035,10h00
48.938703000000004,2.4292035,10h00
48.938903,2.4294035,10h00
48.847559999999994,2.397014,10h00
48.84776,2.397214,10h00
48.84796,2.397414,10h00
48.84816,2.397614,10h00
48.81805,2.164893,10h00
48.81825,2.165093,10h00
48.81845,2.165293,10h00
48.82338,2.2965459999999998,10h00
48.82358,2.2967459999999997,10h00
48.82378,2.2969459999999997,10h00
48.82398,2.297146,10h00
48.82418,2.297346,10h00
48.82438,2.297546,10h00
48.871036,2.2276552000000005,10h00
48.871236,2.2278552000000005,10h00
48.871436,2.2280552000000005,10h00
48.871636,2.2282552000000004,10h00
48.871836,2.2284552000000004,10h00
48.87301,2.232485,10h00
48.87321,2.232685,10h00
48.87341,2.232885,10h00
48.87361,2.233085,10h00
48.821593,2.2050638,10h00
48.817370000000004,2.327974,10h00
48.81757,2.328174,10h00
48.821550200000004,2.2613182999999997,10h00
48.8226736,2.2498224,10h00
48.8228736,2.2500224,10h00
48.8230736,2.2502224,10h00
48.9269437,2.3143339,10h00
48.9271437,2.3145339,10h00
48.9273437,2.3147339,10h00
48.9275437,2.3149339,10h00
48.9277437,2.3151339,10h00
48.8136037,2.2719303,10h00
48.76587,2.290613,10h00
48.76607,2.290813,10h00
48.76627,2.291013,10h00
48.831826,2.254098,10h00
48.832026,2.254298,10h00
48.832226,2.254498,10h00
48.832426,2.254698,10h00
48.832626,2.254898,10h00
48.7962,2.319759,10h00
48.867478399999996,2.3965939,10h00
48.867678399999996,2.3967939,10h00
48.867878399999995,2.3969939,10h00
48.8680784,2.3971939,10h00
48.87083,2.403597,10h00
48.8984293,2.3347922999999997,10h00
48.8986293,2.3349922999999997,10h00
48.8988293,2.3351922999999997,10h00
48.8990293,2.3353923,10h00
48.8992293,2.3355923,10h00
48.8955833,2.3457215,10h00
48.8957833,2.3459215,10h00
48.8959833,2.3461215,10h00
48.8961833,2.3463215,10h00
48.8963833,2.3465215,10h00
48.8471694,2.2953347,10h00
48.8895441,2.3365418,10h00
48.8897441,2.3367418,10h00
48.8426446,2.3132661,10h00
48.857,2.2917,10h00
48.899190000000004,2.330375,10h00
48.899390000000004,2.330575,10h00
48.8653828,2.2945784,10h00
48.8655828,2.2947784,10h00
48.8657828,2.2949784,10h00
48.85381339999999,2.2768772,10h00
48.876042,2.288446,10h00
48.8658188,2.2762194,10h00
48.8660188,2.2764194,10h00
48.8662188,2.2766194,10h00
48.8585701,2.2851211,10h00
48.8587701,2.2853211,10h00
48.8589701,2.2855211,10h00
48.8591701,2.2857211,10h00
48.8593701,2.2859211,10h00
48.897974299999994,2.323452,10h00
48.8781047,2.2851178,10h00
48.8783047,2.2853178,10h00
48.8785047,2.2855178,10h00
48.870601,2.3226487999999996,10h00
48.870801,2.3228487999999996,10h00
48.871001,2.3230487999999996,10h00
48.8180219,2.2918859,10h00
48.8304,2.295999,10h00
48.8306,2.296199,10h00
48.8308,2.296399,10h00
48.831,2.296599,10h00
48.94183029999999,2.3235384,10h00
48.9420303,2.3237384,10h00
48.89331,2.28894,10h00
48.89351,2.28914,10h00
48.89371,2.28934,10h00
48.834286,2.3338533,10h00
48.834486,2.3340533,10h00
48.8713591,2.20283,10h00
48.8715591,2.20303,10h00
48.88835,2.184296,10h00
48.88855,2.184496,10h00
48.88875,2.184696,10h00
48.88895,2.184896,10h00
48.88915,2.185096,10h00
48.88935,2.185296,10h00
48.7771124,2.2965901,10h00
48.7773124,2.2967901,10h00
48.7775124,2.2969901000000004,10h00
48.7777124,2.2971901000000003,10h00
48.7779124,2.2973901000000003,10h00
48.8577,2.1934,10h00
48.8579,2.1936,10h00
48.8581,2.1938,10h00
48.919047,2.4531080000000003,10h00
48.919247,2.4533080000000003,10h00
48.919447,2.4535080000000002,10h00
48.919647,2.4537080000000002,10h00
48.919847,2.453908,10h00
48.89618,2.25603056,10h00
48.912209999999995,2.223302,10h00
48.912409999999994,2.223502,10h00
48.91261,2.223702,10h00
48.8038815,2.1883008999999998,10h00
48.8040815,2.1885008999999997,10h00
48.8042815,2.1887008999999997,10h00
48.8044815,2.1889008999999997,10h00
48.8956,2.2245880000000002,10h00
48.8958,2.224788,10h00
48.896,2.224988,10h00
48.8962,2.225188,10h00
48.906279999999995,2.2492080000000003,10h00
48.83827609999999,2.3816754,10h00
48.8522422,2.2861675,10h00
48.8524422,2.2863675,10h00
48.852642200000005,2.2865675,10h00
48.852842200000005,2.2867675,10h00
48.853042200000004,2.2869675,10h00
48.874641,2.2915841,10h00
48.81503,2.45917,10h00
48.81523,2.4593700000000003,10h00
48.81543,2.4595700000000003,10h00
48.81563,2.4597700000000002,10h00
48.922284499999996,2.4476628,10h00
48.922484499999996,2.4478628,10h00
48.922684499999995,2.4480628,10h00
48.922884499999995,2.4482628,10h00
48.923084499999995,2.4484628,10h00
48.8168,2.466878,10h00
48.817,2.467078,10h00
48.8172,2.467278,10h00
48.8174,2.467478,10h00
48.8176,2.467678,10h00
48.82503270000001,2.3725162,10h00
48.82523270000001,2.3727162,10h00
48.82543270000001,2.3729162,10h00
48.8624631,2.3393006,10h00
48.85844,2.402911,10h00
48.85864,2.403111,10h00
48.8699519,2.3952568,10h00
48.8701519,2.3954568,10h00
48.8703519,2.3956568,10h00
48.8705519,2.3958568,10h00
48.79932,2.304576,10h00
48.79952,2.304776,10h00
48.79972,2.304976,10h00
48.79992,2.305176,10h00
48.79853370000001,2.3269032000000003,10h00
48.79873370000001,2.3271032000000003,10h00
48.798933700000006,2.3273032000000002,10h00
48.799133700000006,2.3275032,10h00
48.799333700000005,2.3277032,10h00
48.792932799999996,2.3217392000000006,10h00
48.793132799999995,2.3219392000000005,10h00
48.793332799999995,2.3221392000000005,10h00
48.786275599999996,2.3403992000000002,10h00
48.8238961,2.2621859,10h00
48.8240961,2.2623859,10h00
48.8229419,2.2755104,10h00
48.8231419,2.2757104,10h00
48.8233419,2.2759104,10h00
48.8235419,2.2761104,10h00
48.8237419,2.2763104,10h00
48.8239419,2.2765104,10h00
48.8202532,2.4745761,10h00
48.8242495,2.3038947,10h00
48.8244495,2.3040947,10h00
48.82195,2.345853,10h00
48.82215,2.346053,10h00
48.862875,2.3765261000000004,10h00
48.863075,2.3767261000000004,10h00
48.863275,2.3769261000000004,10h00
48.863475,2.3771261000000004,10h00
48.8541989,2.345341,10h00
48.8543989,2.345541,10h00
48.8545989,2.345741,10h00
48.8547989,2.345941,10h00
48.8549989,2.346141,10h00
48.8551989,2.346341,10h00
48.784276500000004,2.3027627999999996,10h00
48.8829721,2.2040354,10h00
48.8831721,2.2042354,10h00
48.8833721,2.2044354,10h00
48.8835721,2.2046354,10h00
48.8926309,2.2063257999999997,10h00
48.8928309,2.2065257999999996,10h00
48.8930309,2.2067257999999996,10h00
48.8932309,2.2069257999999996,10h00
48.8934309,2.2071257999999996,10h00
48.8983625,2.2475158,10h00
48.8985625,2.2477158,10h00
48.8987625,2.2479158,10h00
48.8989625,2.2481158,10h00
48.823170000000005,2.29935,10h00
48.823370000000004,2.29955,10h00
48.823570000000004,2.29975,10h00
48.82377,2.29995,10h00
48.875921000000005,2.3382897999999996,10h00
48.876121000000005,2.3384897999999996,10h00
48.86121,2.224382,10h00
48.86141,2.224582,10h00
48.86161,2.224782,10h00
48.86181,2.224982,10h00
48.86201,2.225182,10h00
48.86221,2.225382,10h00
48.87057,2.3011209999999997,10h00
48.87077,2.3013209999999997,10h00
48.87097,2.3015209999999997,10h00
48.87117,2.301721,10h00
48.8883596,2.3480345000000002,10h00
48.8885596,2.3482345000000002,10h00
48.8887596,2.3484345,10h00
48.92155,2.445802,10h00
48.92175,2.446002,10h00
48.92195,2.446202,10h00
48.92215,2.446402,10h00
48.9166381,2.4362063,10h00
48.9168381,2.4364063,10h00
48.9170381,2.4366063,10h00
48.8232903,2.3967025,10h00
48.8234903,2.3969025,10h00
48.8236903,2.3971025000000004,10h00
48.8238903,2.3973025000000003,10h00
48.8256986,2.3263394,10h00
48.837309999999995,2.278682,10h00
48.837509999999995,2.278882,10h00
48.837709999999994,2.279082,10h00
48.83791,2.279282,10h00
48.83811,2.279482,10h00
48.8268565,2.3665764,10h00
48.8270565,2.3667764,10h00
48.84896129999999,2.3287351000000003,10h00
48.9069487,2.2694015,10h00
48.9071487,2.2696015,10h00
48.9073487,2.2698015,10h00
48.8777608,2.4267206000000003,10h00
48.8779608,2.4269206000000003,10h00
48.8781608,2.4271206000000003,10h00
48.8783608,2.4273206000000003,10h00
48.8785608,2.4275206000000003,10h00
48.92265379999999,2.320639,10h00
48.92285379999999,2.320839,10h00
48.92305379999999,2.321039,10h00
48.9232538,2.321239,10h00
48.9102315,2.3441112,10h00
48.9104315,2.3443112,10h00
48.9106315,2.3445112,10h00
48.9108315,2.3447112,10h00
48.8648594,2.3329713,10h00
48.8650594,2.3331713,10h00
48.8652594,2.3333713,10h00
48.85971,2.34024,10h00
48.8700633,2.3340228,10h00
48.8702633,2.3342228,10h00
48.8628,2.3660304,10h00
48.863,2.3662304,10h00
48.86972,2.326691,10h00
48.86992,2.326891,10h00
48.87012,2.327091,10h00
48.87164129999999,2.3338862000000002,10h00
48.841876,2.3759759999999996,10h00
48.842076,2.3761759999999996,10h00
48.842276,2.376376,10h00
48.842476,2.376576,10h00
48.842676000000004,2.376776,10h00
48.861909999999995,2.388035,10h00
48.862109999999994,2.388235,10h00
48.86231,2.388435,10h00
48.86251,2.388635,10h00
48.86271,2.388835,10h00
48.86291,2.389035,10h00
48.923323499999995,2.2853356,10h00
48.9235235,2.2855356,10h00
48.9237235,2.2857356,10h00
48.7991008,2.3177147999999996,10h00
48.7993008,2.3179147999999996,10h00
48.7995008,2.3181147999999996,10h00
48.7990591,2.2625392000000004,10h00
48.9236174,2.2483611,10h00
48.9238174,2.2485611,10h00
48.9240174,2.2487611000000003,10h00
48.789190000000005,2.2930330000000003,10h00
48.829407200000006,2.2644545,10h00
48.829607200000005,2.2646545,10h00
48.829807200000005,2.2648545,10h00
48.8284904,2.2748136000000003,10h00
48.8286904,2.2750136000000003,10h00
48.8288904,2.2752136000000003,10h00
48.8290904,2.2754136000000003,10h00
48.8292904,2.2756136000000002,10h00
48.8294904,2.2758136,10h00
48.831095700000006,2.2665501,10h00
48.831295700000005,2.2667501,10h00
48.831495700000005,2.2669501,10h00
48.831695700000004,2.2671501,10h00
48.831895700000004,2.2673501,10h00
48.8326967,2.2682505,10h00
48.8328967,2.2684505,10h00
48.8330967,2.2686505,10h00
48.8332967,2.2688505,10h00
48.8334967,2.2690505,10h00
48.821914,2.252089,10h00
48.822114,2.252289,10h00
48.822314,2.252489,10h00
48.822514,2.252689,10h00
48.822714000000005,2.252889,10h00
48.8167,2.260423,10h00
48.8169,2.260623,10h00
48.8171,2.260823,10h00
48.8173,2.261023,10h00
48.89591,2.1982150000000003,10h00
48.89611,2.1984150000000002,10h00
48.89631,2.198615,10h00
48.89651,2.198815,10h00
48.886678,2.220199,10h00
48.886878,2.220399,10h00
48.887078,2.220599,10h00
48.887278,2.220799,10h00
48.89586,2.216845,10h00
48.8953323,2.1910555,10h00
48.8955323,2.1912555,10h00
48.8957323,2.1914555,10h00
48.8959323,2.1916555,10h00
48.8961323,2.1918555,10h00
48.8963323,2.1920555,10h00
48.89605,2.214383,10h00
48.89625,2.214583,10h00
48.89645,2.214783,10h00
48.89665,2.214983,10h00
48.89685,2.215183,10h00
48.8893048,2.1678526000000002,10h00
48.7793414,2.2814987999999996,10h00
48.7795414,2.2816987999999996,10h00
48.7797414,2.2818987999999996,10h00
48.7799414,2.2820987999999995,10h00
48.82682,2.2233099999999997,10h00
48.827020000000005,2.2235099999999997,10h00
48.827220000000004,2.22371,10h00
48.9207972,2.4559699,10h00
48.9209972,2.4561699,10h00
48.9211972,2.4563699,10h00
48.9213972,2.4565699,10h00
48.90573,2.321015,10h00
48.90593,2.321215,10h00
48.90613,2.321415,10h00
48.90633,2.321615,10h00
48.90653,2.321815,10h00
48.77664,2.4678720000000003,10h00
48.77684,2.4680720000000003,10h00
48.77704,2.4682720000000002,10h00
48.77724,2.468472,10h00
48.777440000000006,2.468672,10h00
48.777640000000005,2.468872,10h00
48.7784312,2.4623984,10h00
48.77863120000001,2.4625984,10h00
48.778831200000006,2.4627984,10h00
48.770604299999995,2.4707901000000003,10h00
48.770804299999995,2.4709901000000003,10h00
48.771004299999994,2.4711901000000003,10h00
48.791297,2.44581,10h00
48.791497,2.44601,10h00
48.791697,2.44621,10h00
48.791897,2.44641,10h00
48.7803,2.469707,10h00
48.7805,2.469907,10h00
48.7807,2.470107,10h00
48.7809,2.470307,10h00
48.7811,2.470507,10h00
48.8245149,2.4753933999999997,10h00
48.8247149,2.4755933999999997,10h00
48.8249149,2.4757933999999997,10h00
48.8251149,2.4759933999999997,10h00
48.8435084,2.4171838,10h00
48.8437084,2.4173838,10h00
48.79006,2.3131150000000003,10h00
48.79026,2.3133150000000002,10h00
48.79046,2.313515,10h00
48.848923,2.3045476000000003,10h00
48.849123,2.3047476000000002,10h00
48.849323,2.3049476,10h00
48.849523,2.3051476,10h00
48.849723,2.3053476,10h00
48.852573299999996,2.3830367999999997,10h00
48.852773299999996,2.3832367999999997,10h00
48.852973299999995,2.3834367999999997,10h00
48.853173299999995,2.3836367999999997,10h00
48.8511276,2.3106373,10h00
48.851327600000005,2.3108373,10h00
48.851527600000004,2.3110373,10h00
48.851727600000004,2.3112373,10h00
48.8772454,2.3612521,10h00
48.8774454,2.3614521,10h00
48.8776454,2.3616521,10h00
48.8778454,2.3618521,10h00
48.8780454,2.3620521,10h00
48.92257,2.25258,10h00
48.92277,2.25278,10h00
48.92297,2.25298,10h00
